AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department on Disability Services,314.01,2009-06-29
Department on Disability Services,995.83,2009-04-15
Department on Disability Services,568.75,2009-11-21
Department on Disability Services,82.95,2009-09-15
Department on Disability Services,564.08,2009-04-13
Department on Disability Services,843.93,2009-05-02
Department on Disability Services,406.01,2010-04-24
Department on Disability Services,-196.55,2009-08-15
Department on Disability Services,4.72,2009-05-11
Department on Disability Services,435.12,2008-12-06
Department on Disability Services,352.75,2009-06-11
Department on Disability Services,483.88,2009-04-14
Department on Disability Services,695.16,2009-05-17
Department on Disability Services,609.84,2009-02-24
Department on Disability Services,531.82,2009-03-06
Department on Disability Services,433.25,2009-09-16
Department on Disability Services,597.33,2009-07-22
Department on Disability Services,223.01,2009-07-11
Department on Disability Services,728.78,2009-07-19
Department on Disability Services,1175.49,2009-12-21
Department on Disability Services,1047.79,2010-01-27
Department on Disability Services,955.23,2009-08-28
Department on Disability Services,399.11,2009-02-03
Department on Disability Services,351.87,2008-12-20
Department on Disability Services,85.23,2009-12-17
Department on Disability Services,439.83,2009-08-24
Department on Disability Services,725.26,2009-05-12
Department on Disability Services,717.92,2009-07-25
Department on Disability Services,664.16,2009-03-31
Department on Disability Services,629.5,2009-07-03
Department on Disability Services,187.75,2009-09-23
Department on Disability Services,106.69,2009-08-30
Department on Disability Services,310.77,2009-08-02
Department on Disability Services,649.29,2009-09-12
Department on Disability Services,507.21,2009-04-23
Department on Disability Services,665.36,2009-06-23
Department on Disability Services,689.54,2009-05-22
Department on Disability Services,822.01,2009-11-16
Department on Disability Services,241.77,2009-03-20
Department on Disability Services,475.52,2009-07-18
Department on Disability Services,860.2,2009-10-27
Department on Disability Services,-135.17,2009-10-27
Department on Disability Services,650.7,2009-06-22
Department on Disability Services,414.22,2009-04-23
Department on Disability Services,518.19,2009-02-28
Department on Disability Services,348.22,2009-11-30
Department on Disability Services,987.15,2009-02-02
Department on Disability Services,437.59,2009-12-15
Department on Disability Services,478.45,2009-07-07
Department on Disability Services,724.87,2009-08-04
Department on Disability Services,630.18,2009-09-16
Department on Disability Services,724.16,2009-08-09
Department on Disability Services,285.06,2009-06-24
Department on Disability Services,468.82,2009-08-10
Department on Disability Services,506.36,2009-05-17
Department on Disability Services,308.02,2009-07-05
Department on Disability Services,330.98,2009-05-23
Department on Disability Services,1045.47,2009-08-23
Department on Disability Services,521.37,2009-02-10
Department on Disability Services,671.5,2009-08-28
Department on Disability Services,422.02,2009-05-15
Department on Disability Services,38.85,2009-08-05
Department on Disability Services,322.38,2009-04-17
Department on Disability Services,404.46,2009-05-19
Department on Disability Services,1057.68,2009-10-06
Department on Disability Services,260.81,2009-09-16
Department on Disability Services,365.63,2009-06-14
Department on Disability Services,1099.88,2009-09-18
Department on Disability Services,624.61,2009-05-03
Department on Disability Services,797.58,2009-07-16
Department on Disability Services,983.48,2009-11-01
Department on Disability Services,252.26,2009-08-24
Department on Disability Services,500.53,2009-06-21
Department on Disability Services,518.61,2009-07-04
Department on Disability Services,171.72,2009-04-23
Department on Disability Services,496.43,2008-12-10
Department on Disability Services,513.77,2009-06-13
Department on Disability Services,883.71,2009-09-21
Department on Disability Services,941.62,2009-06-30
Department on Disability Services,287.27,2009-09-28
Department on Disability Services,662.36,2009-09-05
Department on Disability Services,451.8,2009-12-27
Department on Disability Services,641.79,2009-12-22
Department on Disability Services,447.67,2009-05-21
Department on Disability Services,61.53,2009-06-25
Department on Disability Services,302.41,2009-11-16
Department on Disability Services,411.93,2009-10-08
Department on Disability Services,1128.12,2009-09-19
Department on Disability Services,600.4,2009-08-22
Department on Disability Services,703.61,2009-03-16
Department on Disability Services,678.93,2009-07-05
Department on Disability Services,176.61,2009-10-04
Department on Disability Services,815.23,2009-06-05
Department on Disability Services,714.92,2009-07-16
Department on Disability Services,893.98,2009-07-04
Department on Disability Services,263.43,2009-03-23
Department on Disability Services,887.23,2009-08-08
Department on Disability Services,433.77,2009-10-26
Department on Disability Services,497.03,2009-08-11
Serve DC,145.09,2009-04-20
Serve DC,42.44,2009-02-26
Serve DC,-17.82,2009-06-11
Serve DC,89.01,2009-03-31
Serve DC,-124.02,2009-06-30
Serve DC,191.29,2008-12-15
Serve DC,-90.11,2009-04-14
Serve DC,-10.72,2009-02-04
Serve DC,92.02,2008-12-24
Commission on Arts & Humanities,402.37,2010-02-05
Commission on Arts & Humanities,853.91,2009-04-05
Commission on Arts & Humanities,615.8,2009-02-03
Commission on Arts & Humanities,722.52,2009-09-21
Commission on Arts & Humanities,-210.5,2009-03-25
Commission on Arts & Humanities,412.99,2010-02-02
Commission on Arts & Humanities,-1104.73,2009-07-31
Commission on Arts & Humanities,1065.27,2009-10-23
Commission on Arts & Humanities,-398.5,2009-03-18
Commission on Arts & Humanities,1647.94,2009-07-29
Commission on Arts & Humanities,-1835.58,2009-08-31
Commission on Arts & Humanities,265.72,2009-04-13
Commission on Arts & Humanities,-626.02,2009-02-19
Commission on Arts & Humanities,543.5,2009-04-19
Commission on Arts & Humanities,-917.62,2009-12-21
Commission on Arts & Humanities,-23.67,2009-05-20
Commission on Arts & Humanities,19.87,2009-06-27
Commission on Arts & Humanities,185.95,2009-07-01
Commission on Arts & Humanities,1364.8,2009-07-07
Commission on Arts & Humanities,161.22,2009-08-19
Commission on Arts & Humanities,896.69,2009-06-14
Commission on Arts & Humanities,726.09,2009-07-03
Commission on Arts & Humanities,-108.44,2009-02-19
Commission on Arts & Humanities,1260.63,2009-05-20
Commission on Arts & Humanities,1499.8,2009-03-11
Commission on Arts & Humanities,326.82,2009-02-17
Commission on Arts & Humanities,368.28,2009-05-12
Commission on Arts & Humanities,-10.36,2009-08-15
Commission on Arts & Humanities,1567.42,2009-07-31
Commission on Arts & Humanities,-1068.21,2009-07-06
Commission on Arts & Humanities,-365.2,2009-11-22
Commission on Arts & Humanities,999.83,2009-08-08
Commission on Arts & Humanities,1115.38,2009-04-02
Commission on Arts & Humanities,-19.85,2009-06-12
Commission on Arts & Humanities,1030.96,2009-07-23
Commission on Arts & Humanities,494.17,2009-10-01
Commission on Arts & Humanities,-4.47,2009-08-17
Commission on Arts & Humanities,-395.13,2009-07-31
Commission on Arts & Humanities,1119.39,2009-04-27
Commission on Arts & Humanities,-452.11,2009-06-24
Commission on Arts & Humanities,2130.63,2009-05-30
Commission on Arts & Humanities,642.79,2009-07-03
Commission on Arts & Humanities,1327.44,2009-01-23
Commission on Arts & Humanities,2372.7,2009-09-11
Commission on Arts & Humanities,1932.42,2009-07-13
Commission on Arts & Humanities,515.87,2009-09-27
Commission on Arts & Humanities,846.65,2009-05-02
Commission on Arts & Humanities,2249.46,2009-09-21
Commission on Arts & Humanities,1520.57,2009-01-27
Commission on Arts & Humanities,163.55,2009-05-30
Commission on Arts & Humanities,2238.47,2009-06-23
Commission on Arts & Humanities,530.56,2009-01-28
Commission on Arts & Humanities,1287.03,2009-06-10
Commission on Arts & Humanities,509.89,2009-07-22
Commission on Arts & Humanities,-181.81,2009-08-19
Commission on Arts & Humanities,1935.74,2008-12-28
Commission on Arts & Humanities,572.47,2009-06-02
Commission on Arts & Humanities,761.46,2009-09-22
Commission on Arts & Humanities,1056.79,2009-08-30
Commission on Arts & Humanities,803.74,2009-07-21
Commission on Arts & Humanities,117.88,2009-05-12
Commission on Arts & Humanities,-754.65,2009-05-19
Commission on Arts & Humanities,724.69,2009-09-25
Commission on Arts & Humanities,-175.07,2010-02-16
Commission on Arts & Humanities,1875.41,2009-02-19
Commission on Arts & Humanities,170.85,2009-02-26
Commission on Arts & Humanities,2172.03,2009-05-17
Commission on Arts & Humanities,526.02,2009-03-22
Commission on Arts & Humanities,456.58,2009-03-23
Commission on Arts & Humanities,-98.95,2009-04-11
Commission on Arts & Humanities,251.96,2009-02-22
Commission on Arts & Humanities,228.7,2009-08-28
Commission on Arts & Humanities,178.14,2009-05-08
Commission on Arts & Humanities,995.0,2009-02-17
Commission on Arts & Humanities,-485.51,2009-07-13
Commission on Arts & Humanities,898.54,2009-08-04
Commission on Arts & Humanities,1769.23,2009-08-07
Commission on Arts & Humanities,767.68,2008-09-29
Commission on Arts & Humanities,454.76,2009-08-08
Commission on Arts & Humanities,2547.53,2009-07-16
Commission on Arts & Humanities,595.76,2009-08-20
Commission on Arts & Humanities,912.1,2009-05-19
Commission on Arts & Humanities,-284.33,2009-06-09
Commission on Arts & Humanities,586.69,2009-06-23
Commission on Arts & Humanities,-185.1,2009-09-09
Commission on Arts & Humanities,212.54,2009-06-20
Commission on Arts & Humanities,-148.24,2009-04-19
Commission on Arts & Humanities,1698.91,2009-03-21
Commission on Arts & Humanities,-46.51,2009-01-13
Commission on Arts & Humanities,235.1,2009-05-11
Commission on Arts & Humanities,1810.59,2009-10-18
Commission on Arts & Humanities,228.21,2009-05-26
Commission on Arts & Humanities,430.82,2009-11-24
Commission on Arts & Humanities,2034.47,2009-09-19
Commission on Arts & Humanities,1.17,2009-07-28
Commission on Arts & Humanities,-324.94,2009-07-23
Commission on Arts & Humanities,303.26,2009-09-03
Commission on Arts & Humanities,-214.65,2009-05-21
Commission on Arts & Humanities,1511.07,2009-10-13
Commission on Arts & Humanities,2212.82,2009-06-27
Commission on Arts & Humanities,559.85,2009-06-22
Commission on Arts & Humanities,-1723.88,2009-03-31
Commission on Arts & Humanities,231.45,2009-10-30
Commission on Arts & Humanities,797.5,2009-05-27
Commission on Arts & Humanities,-322.97,2009-05-26
Commission on Arts & Humanities,1674.38,2009-05-18
Commission on Arts & Humanities,624.85,2009-08-16
Commission on Arts & Humanities,-277.56,2009-06-22
Commission on Arts & Humanities,-808.83,2009-04-19
Commission on Arts & Humanities,1341.39,2009-09-11
Commission on Arts & Humanities,717.47,2009-07-13
Commission on Arts & Humanities,-352.41,2009-08-25
Commission on Arts & Humanities,280.26,2009-07-19
Commission on Arts & Humanities,251.9,2008-09-16
Commission on Arts & Humanities,-419.08,2009-07-07
Commission on Arts & Humanities,764.42,2009-11-28
Commission on Arts & Humanities,896.28,2009-05-30
Commission on Arts & Humanities,-833.79,2009-08-22
Commission on Arts & Humanities,44.38,2009-11-07
Commission on Arts & Humanities,1907.86,2009-05-23
Commission on Arts & Humanities,-359.25,2009-11-22
Commission on Arts & Humanities,-1039.21,2009-06-24
Commission on Arts & Humanities,-839.58,2009-10-19
Commission on Arts & Humanities,926.04,2009-07-06
Commission on Arts & Humanities,-42.75,2009-10-30
Commission on Arts & Humanities,461.42,2009-03-07
Commission on Arts & Humanities,783.47,2009-07-09
Commission on Arts & Humanities,406.12,2009-05-08
Commission on Arts & Humanities,283.58,2009-04-20
Commission on Arts & Humanities,335.76,2009-08-06
Commission on Arts & Humanities,2157.68,2009-03-02
Commission on Arts & Humanities,477.32,2009-08-26
Commission on Arts & Humanities,124.02,2009-08-27
Commission on Arts & Humanities,783.16,2009-07-29
Commission on Arts & Humanities,1886.02,2008-09-08
Commission on Arts & Humanities,551.03,2009-04-29
Commission on Arts & Humanities,1511.43,2009-09-12
Commission on Arts & Humanities,637.32,2009-10-16
Commission on Arts & Humanities,1048.02,2008-10-24
Commission on Arts & Humanities,-239.91,2009-06-09
Commission on Arts & Humanities,1763.01,2009-06-18
Commission on Arts & Humanities,461.93,2009-09-11
Commission on Arts & Humanities,1315.85,2009-10-24
Commission on Arts & Humanities,2260.08,2009-04-04
Commission on Arts & Humanities,1362.49,2009-07-26
Commission on Arts & Humanities,867.74,2009-06-12
Commission on Arts & Humanities,1258.83,2009-04-05
Commission on Arts & Humanities,1133.04,2009-02-19
Commission on Arts & Humanities,451.13,2009-07-09
Commission on Arts & Humanities,2046.15,2009-04-16
Commission on Arts & Humanities,242.52,2009-08-12
Commission on Arts & Humanities,1595.17,2009-07-11
Commission on Arts & Humanities,2175.0,2009-09-17
Commission on Arts & Humanities,36.06,2009-04-18
Commission on Arts & Humanities,1559.36,2009-02-17
Commission on Arts & Humanities,583.97,2009-09-02
Commission on Arts & Humanities,14.18,2009-03-04
Commission on Arts & Humanities,228.85,2009-04-25
Commission on Arts & Humanities,-103.56,2009-10-18
Commission on Arts & Humanities,746.91,2010-01-03
Commission on Arts & Humanities,277.02,2009-10-24
Commission on Arts & Humanities,-21.85,2008-11-08
Commission on Arts & Humanities,474.64,2010-01-30
Commission on Arts & Humanities,347.07,2009-07-03
Commission on Arts & Humanities,456.95,2009-11-01
Commission on Arts & Humanities,788.6,2009-08-05
Commission on Arts & Humanities,111.69,2008-12-03
Commission on Arts & Humanities,626.26,2009-11-24
Commission on Arts & Humanities,562.5,2009-05-29
Commission on Arts & Humanities,-697.18,2009-06-13
Commission on Arts & Humanities,305.05,2009-05-19
Commission on Arts & Humanities,489.11,2009-02-26
Commission on Arts & Humanities,1449.95,2009-04-06
Commission on Arts & Humanities,851.75,2009-04-28
Commission on Arts & Humanities,1208.98,2009-09-18
Commission on Arts & Humanities,1317.29,2009-06-24
Commission on Arts & Humanities,1935.16,2009-09-13
Commission on Arts & Humanities,1117.21,2009-06-19
Commission on Arts & Humanities,382.47,2009-07-24
Commission on Arts & Humanities,626.96,2009-12-20
Commission on Arts & Humanities,77.4,2009-10-01
Commission on Arts & Humanities,418.14,2009-04-29
Commission on Arts & Humanities,48.06,2009-09-25
Commission on Arts & Humanities,-170.98,2009-04-23
Commission on Arts & Humanities,1020.19,2009-09-30
Commission on Arts & Humanities,180.63,2009-03-14
Commission on Arts & Humanities,66.33,2009-09-19
Commission on Arts & Humanities,228.87,2009-11-09
Commission on Arts & Humanities,97.32,2009-05-08
Commission on Arts & Humanities,871.05,2009-04-10
Commission on Arts & Humanities,-84.94,2009-10-04
Commission on Arts & Humanities,812.18,2009-06-26
Commission on Arts & Humanities,-233.4,2009-09-30
Commission on Arts & Humanities,1298.1,2009-12-02
Commission on Arts & Humanities,-1519.64,2009-06-02
Commission on Arts & Humanities,2078.85,2009-01-03
Commission on Arts & Humanities,897.78,2009-10-11
Commission on Arts & Humanities,482.48,2009-07-11
Commission on Arts & Humanities,48.06,2009-01-05
Commission on Arts & Humanities,-67.67,2009-04-22
Commission on Arts & Humanities,666.0,2009-11-22
Commission on Arts & Humanities,2461.68,2009-08-05
Commission on Arts & Humanities,318.14,2009-07-18
Commission on Arts & Humanities,136.5,2009-06-22
