AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Office of the Tenant Advocate,169.23,2009-11-08
Office of the State Superintendent of Education,466.28,2009-03-24
Office of the Mayor,156.48,2009-03-03
University of the District of Columbia,448.3,2009-09-15
Office of the Tenant Advocate,28.97,2009-12-06
Metropolitan Police Department,2244.95,2009-05-26
Department on Disability Services,75.0,2009-06-13
University of the District of Columbia,300.0,2009-09-25
Fire & Emergency Medical Services,225.0,2009-11-24
Department on Disability Services,273.25,2009-07-01
Department of Parks & Recreation,142.26,2009-04-21
DC Public Library,95.0,2009-02-04
District Department of Transportation,14.0,2009-10-19
Department of Housing & Community Development,58.52,2009-07-23
Department of Employment Services,399.0,2009-10-28
Department of Corrections,1640.36,2009-02-05
Department on Disability Services,524.92,2009-02-26
Office of the Chief Technology Officer,205.0,2009-07-08
Department of Health,74.2,2009-01-20
Department of Employment Services,209.85,2009-03-24
Contract Appeals Board,921.59,2009-05-27
DC Sentencing & Criminal Code Review Committee,-215.0,2009-01-28
Fire & Emergency Medical Services,39.95,2009-11-20
Fire & Emergency Medical Services,150.0,2009-08-06
Office of Human Rights,207.2,2009-07-28
Department of Public Works,499.9,2009-07-16
Department of Employment Services,4955.66,2009-02-10
Fire & Emergency Medical Services,250.0,2009-02-10
Office on Aging,338.0,2009-09-21
Office of Administrative Hearings,393.12,2009-04-25
Office of the State Superintendent of Education,223.3,2009-07-10
Department on Disability Services,15.0,2009-05-21
Department of Property Management,15.0,2009-03-13
Department of Health,26.6,2009-02-04
Office of the State Superintendent of Education,450.0,2009-07-21
DC National Guard,786.15,2009-04-28
Office of the Inspector General,300.0,2009-03-10
Fire & Emergency Medical Services,176.46,2009-09-30
Office of Community Affairs,1130.07,2009-01-13
University of the District of Columbia,235.0,2009-12-07
District Department of the Environment,180.0,2009-06-15
Office of Contracting & Procurement,1230.0,2009-09-30
Department of Health,150.0,2009-06-01
Department of Health Care Finance,233.92,2009-12-31
Office of the Attorney General,448.26,2009-05-13
Metropolitan Police Department,30.0,2009-10-04
Office of the Tenant Advocate,1395.0,2009-03-06
Fire & Emergency Medical Services,843.4,2009-11-20
Office of Community Affairs,2961.0,2009-09-18
District Department of Transportation,155.0,2009-05-05
Metropolitan Police Department,238.0,2009-02-27
Department on Disability Services,163.0,2009-12-09
District Department of Transportation,89.0,2009-12-21
DC Department of Human Resources,1964.35,2009-09-16
Fire & Emergency Medical Services,30.0,2009-05-12
Commission of Judicial Disabilities & Tenure,100.0,2009-03-12
Department of  Youth Rehabilitation Services,199.2,2009-05-13
University of the District of Columbia,82.35,2009-10-23
District Department of Transportation,211.14,2009-01-13
Office of the Attorney General,243.5,2009-06-11
Department of Corrections,47.42,2009-03-27
Department of Human Services,29.86,2009-11-07
Department of Corrections,75.0,2009-08-20
District Department of Transportation,189.93,2009-02-06
Metropolitan Police Department,212.6,2009-07-27
Department on Disability Services,555.71,2009-02-17
Department of Employment Services,-61.99,2009-04-16
Department of  Youth Rehabilitation Services,31.92,2009-07-15
Office of the Secretary,219.0,2009-04-13
District Department of Transportation,35.34,2009-03-10
Fire & Emergency Medical Services,1134.0,2009-03-30
Metropolitan Police Department,125.78,2009-04-03
Department on Disability Services,1545.1,2009-11-03
District Department of Transportation,250.0,2009-11-27
Department of Public Works,2498.0,2009-10-21
Office of the Chief Financial Officer,109.69,2009-09-01
DC Public Library,123.4,2009-03-19
Office of Contracting & Procurement,128.04,2009-07-10
Department of Health,50.0,2009-04-08
Department of  Youth Rehabilitation Services,54.99,2009-10-15
District Department of Transportation,673.77,2009-01-14
Department of Corrections,508.58,2009-02-26
Metropolitan Police Department,1679.92,2009-12-07
Department of Corrections,295.0,2009-08-24
District Department of Transportation,100.0,2009-09-02
Department on Disability Services,294.82,2009-08-17
University of the District of Columbia,290.34,2009-12-15
DC Public Library,1850.0,2009-12-16
Office of Human Rights,554.95,2009-03-21
Department of Health,4.75,2009-02-12
Fire & Emergency Medical Services,2579.7,2009-09-12
Fire & Emergency Medical Services,850.0,2009-05-11
Department of Property Management,2386.43,2009-03-15
District Department of the Environment,46.9,2009-02-26
Department of Health,984.0,2009-03-19
District Department of Transportation,3000.0,2009-03-12
Office of the Attorney General,44.39,2009-03-29
District Department of the Environment,491.67,2009-07-24
Department of Public Works,1226.22,2009-05-31
Department of  Youth Rehabilitation Services,1996.0,2009-10-06
Fire & Emergency Medical Services,130.92,2009-03-26
Department on Disability Services,1249.92,2009-09-30
Department of Property Management,22.55,2009-05-29
DC Public Library,900.0,2009-05-11
Department of Property Management,1803.7,2009-05-08
Fire & Emergency Medical Services,1862.43,2009-08-26
District Department of Transportation,400.59,2009-03-06
Board of Elections & Ethics,114.22,2009-10-01
Department of Health Care Finance,285.0,2009-06-23
Fire & Emergency Medical Services,74.59,2009-10-05
District Department of the Environment,255.0,2009-08-21
Office of Unified Communications,652.0,2009-09-25
University of the District of Columbia,95.8,2009-10-22
Office of Contracting & Procurement,243.0,2009-10-22
DC Public Library,1289.91,2009-09-28
Child & Family Services Administration,34.0,2009-06-09
Department of Health,640.71,2009-08-21
Metropolitan Police Department,790.77,2009-03-19
Department of Human Services,15.0,2009-08-25
Office of Cable TV,230.31,2009-11-23
District Department of the Environment,184.2,2009-12-10
Office of the State Superintendent of Education,270.0,2009-08-14
District Department of Transportation,391.65,2009-09-26
Department of Health,944.95,2009-07-17
Metropolitan Police Department,802.93,2009-07-24
District Department of Transportation,137.83,2009-08-01
Office of the Inspector General,593.75,2009-04-06
Department of Property Management,207.5,2009-09-24
Department of Property Management,155.83,2009-05-20
Fire & Emergency Medical Services,1500.0,2009-09-23
Department of Public Works,2297.49,2009-03-25
Department of Public Works,1195.0,2009-09-28
Department of  Youth Rehabilitation Services,525.0,2009-05-27
Office of the Mayor,71.22,2009-01-03
Metropolitan Police Department,395.0,2009-06-23
University of the District of Columbia,2.92,2009-12-09
District Department of Transportation,51.6,2009-01-13
Department of Health,673.83,2009-04-14
DC Sentencing & Criminal Code Review Committee,148.4,2009-07-16
Department of Health Care Finance,13.5,2009-04-24
City Administrator/Deputy Mayor,675.2,2009-11-16
Department of Health,150.0,2009-06-22
Fire & Emergency Medical Services,1690.65,2009-09-25
University of the District of Columbia,1695.76,2009-12-16
Department of Health,138.91,2009-10-22
"Department of Insurance, Securities & Banking",135.0,2009-02-10
Department of Health,1366.56,2009-10-23
Office of Partnership & Grant Services,674.2,2009-09-10
Metropolitan Police Department,140.0,2009-08-28
Department on Disability Services,64.99,2009-06-09
Serve DC,478.57,2009-06-25
Office of Partnership & Grant Services,1050.21,2009-04-24
Fire & Emergency Medical Services,32.5,2009-06-17
Office of Municipal Planning,262.0,2009-02-13
Department of Small & Local Business Development,514.0,2009-08-04
Office of the Mayor,535.6,2009-07-14
Fire & Emergency Medical Services,1197.4,2009-03-31
Metropolitan Police Department,7.09,2009-07-26
Department on Disability Services,152.81,2009-11-19
District Department of Transportation,303.0,2009-03-13
Department of Public Works,2139.14,2009-06-26
Office of the State Superintendent of Education,441.0,2009-12-23
Department of Health,148.0,2009-05-05
Department of Human Services,779.67,2009-03-23
Department of Public Works,230.32,2009-06-11
Office of the Chief Technology Officer,1726.25,2009-07-02
District Department of Transportation,225.23,2009-06-24
District Department of Transportation,223.7,2009-11-13
Office of Community Affairs,139.9,2009-05-29
Metropolitan Police Department,556.64,2009-01-23
Metropolitan Police Department,6.9,2009-07-20
Fire & Emergency Medical Services,2470.98,2009-06-04
Department of Health,200.06,2009-09-25
Fire & Emergency Medical Services,1490.06,2009-03-26
DC Public Library,843.52,2009-09-29
Department of Health,212.11,2009-03-10
Office of the Tenant Advocate,9771.08,2009-10-19
Department on Disability Services,599.95,2009-12-23
Department of Property Management,1822.43,2009-02-20
District Department of Transportation,-64.28,2009-09-14
Metropolitan Police Department,6.99,2009-07-01
Metropolitan Police Department,329.7,2009-11-15
Office of Contracting & Procurement,219.96,2009-08-10
Department of Parks & Recreation,93.0,2009-01-28
Department of Health,591.7,2009-04-07
Fire & Emergency Medical Services,89.17,2009-01-08
District Department of Transportation,269.99,2009-02-02
Office of the State Superintendent of Education,307.7,2009-09-29
Office of the Chief Financial Officer,10.9,2009-08-30
Fire & Emergency Medical Services,60.0,2009-11-12
District Department of Transportation,967.9,2009-08-11
District Department of Transportation,-40.99,2009-03-20
Commission on Arts & Humanities,15.0,2009-05-27
Department of Public Works,350.0,2009-03-05
Fire & Emergency Medical Services,1937.0,2009-09-11
District Department of Transportation,55.85,2009-11-05
DC Office of Risk Management,14.75,2009-05-30
Office of the State Superintendent of Education,520.0,2009-03-20
Office on Aging,660.0,2009-08-07
Department on Disability Services,26.29,2009-02-04
Office of Contracting & Procurement,-950.54,2009-04-17
Fire & Emergency Medical Services,110.0,2009-07-13
District Department of Transportation,172.47,2009-09-27
Fire & Emergency Medical Services,113.0,2009-05-21
Department of Motor Vehicles,2100.74,2009-02-11
Department of  Youth Rehabilitation Services,180.94,2009-11-20
Office of the Secretary,719.8,2009-12-18
Metropolitan Police Department,31.24,2009-07-22
Office of Unified Communications,56.0,2009-11-20
Office of the Tenant Advocate,1100.0,2009-04-14
District Department of Transportation,44.0,2009-04-09
District Department of Transportation,1830.0,2009-04-28
Office of the Chief Financial Officer,125.94,2009-07-21
Department of  Youth Rehabilitation Services,-148.53,2009-05-01
DC Department of Human Resources,160.0,2009-11-06
District Department of Transportation,15.0,2009-02-22
Metropolitan Police Department,1058.24,2009-05-01
Metropolitan Police Department,222.97,2009-09-26
Department of Property Management,40.88,2009-01-28
Department on Disability Services,152.64,2009-12-09
Office of Municipal Planning,249.03,2009-05-29
Department on Disability Services,166.81,2009-10-22
DC Public Library,395.0,2009-06-03
District Department of the Environment,300.0,2009-07-15
DC Department of Human Resources,65.75,2009-12-18
Office of Cable TV,21.33,2009-11-19
Fire & Emergency Medical Services,83.25,2009-12-01
University of the District of Columbia,877.38,2009-09-09
Department on Disability Services,205.0,2009-07-08
Department of Human Services,888.65,2009-12-07
DC Public Library,88.81,2009-11-04
Department of Public Works,40.0,2009-10-21
District Department of Transportation,-7.5,2009-10-10
Department of Health,4.75,2009-12-30
Fire & Emergency Medical Services,293.25,2009-08-07
District Department of Transportation,594.39,2009-01-17
Commission on Arts & Humanities,1728.0,2009-05-28
Fire & Emergency Medical Services,1137.0,2009-05-21
Department of Property Management,380.85,2009-12-18
District Department of Transportation,400.0,2009-12-02
Department of Corrections,445.0,2009-04-17
Fire & Emergency Medical Services,427.09,2009-11-20
Office of Disability Rights,167.44,2009-01-13
Fire & Emergency Medical Services,114.71,2009-09-30
Office of the Tenant Advocate,9771.08,2009-10-19
Office of the Chief Financial Officer,49.0,2009-07-23
Department of Health,8.53,2009-08-17
Department of Health,2298.88,2009-09-24
Department of Property Management,154.78,2009-06-22
Department of Housing & Community Development,120.0,2009-07-13
Department of Health,252.0,2009-05-27
Office of Contracting & Procurement,128.04,2009-05-29
Office of Contracting & Procurement,344.6,2009-12-12
Office of Motion Pictures & Television,782.3,2009-06-11
Office of the State Superintendent of Education,15.76,2009-12-22
Department of Human Services,15.0,2009-08-24
Fire & Emergency Medical Services,47.99,2009-09-10
District Department of the Environment,107.88,2009-04-22
Department of Public Works,674.95,2009-01-22
Serve DC,75.0,2009-04-24
