AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Office of the State Superintendent of Education,1676.2,2009-01-11
Office of the Mayor,2169.02,2009-11-02
Department of  Youth Rehabilitation Services,442.76,2009-10-23
DC Department of Human Resources,1483.89,2009-01-05
Board of Elections & Ethics,195.45,2009-10-29
Department on Disability Services,2140.5,2009-12-27
Office of the Secretary,79.33,2009-12-05
Department of  Youth Rehabilitation Services,193.82,2009-07-24
DC Department of Human Resources,2347.95,2009-09-22
Department on Disability Services,2690.56,2009-12-11
Office of the State Superintendent of Education,46.81,2009-07-04
Office of the State Superintendent of Education,847.44,2009-07-20
Department of Mental Health,1952.78,2009-06-25
Commission on Arts & Humanities,2053.46,2009-06-28
Office of the Secretary,-36.44,2009-10-26
Board of Elections & Ethics,195.01,2009-09-27
Department on Disability Services,2154.75,2009-12-23
Department of Employment Services,62.74,2009-06-24
District Department of the Environment,1974.69,2009-08-31
Department of  Youth Rehabilitation Services,2621.77,2009-12-31
Office of Unified Communications,1159.39,2009-09-21
Office of Municipal Planning,628.53,2009-08-10
Department on Disability Services,1390.6,2009-01-06
Office of the Attorney General,1558.95,2009-09-03
Office of the State Superintendent of Education,1854.84,2009-01-20
Office of the State Superintendent of Education,224.83,2009-07-21
Department of  Youth Rehabilitation Services,-1946.12,2009-07-18
Board of Elections & Ethics,2789.31,2009-10-23
Office of Unified Communications,1092.88,2009-02-04
Department on Disability Services,321.94,2009-10-22
Department of Consumer & Regulatory Affairs,521.1,2009-07-29
Office of the State Superintendent of Education,1269.93,2009-09-27
Office of the State Superintendent of Education,2283.78,2009-08-26
Department of Corrections,78.1,2009-07-17
Office of the State Superintendent of Education,299.72,2009-10-17
Department of Employment Services,576.47,2009-09-22
Department of Corrections,569.02,2009-10-10
Department of Corrections,282.17,2009-11-01
Department of Employment Services,2154.68,2009-08-31
Department of Health,663.3,2009-11-21
Department of  Youth Rehabilitation Services,156.76,2009-01-07
Department of Property Management,1956.66,2009-08-02
Department on Disability Services,2354.84,2009-12-27
Office of the State Superintendent of Education,541.87,2009-08-06
Office of the State Superintendent of Education,2487.68,2009-09-22
Department of  Youth Rehabilitation Services,-116.8,2009-04-19
Office of the State Superintendent of Education,265.32,2009-07-13
Department of Corrections,2549.08,2009-11-16
Office of the Secretary,942.68,2009-09-21
Department of  Youth Rehabilitation Services,214.95,2009-03-30
Department of Consumer & Regulatory Affairs,660.9,2009-10-20
Department of Health,529.19,2009-07-20
Department of Corrections,1898.36,2009-01-07
Department of  Youth Rehabilitation Services,988.04,2009-04-21
Department of Public Works,352.35,2009-07-25
Office of Municipal Planning,202.89,2009-09-24
Department of  Youth Rehabilitation Services,2565.42,2009-08-18
Department of  Youth Rehabilitation Services,296.28,2009-06-27
DC Public Library,1503.04,2009-03-19
Office of the State Superintendent of Education,439.58,2009-07-31
Office of the Chief Financial Officer,225.2,2009-07-22
Child & Family Services Administration,275.91,2009-10-21
Department of Consumer & Regulatory Affairs,803.65,2009-11-03
Department of  Youth Rehabilitation Services,466.39,2009-09-18
Department of Employment Services,2362.98,2009-08-19
Office of the State Superintendent of Education,157.51,2009-06-15
Department of Health,476.28,2009-07-30
Office of the State Superintendent of Education,480.16,2009-07-12
Department of Public Works,226.34,2009-05-26
Office of Latino Affairs,1990.35,2009-06-05
Department of Consumer & Regulatory Affairs,2003.42,2009-08-23
Department of Human Services,2044.2,2009-03-31
Department of Human Services,504.65,2009-11-13
Board of Elections & Ethics,-665.7,2009-11-16
Office of the Inspector General,590.76,2009-05-31
Department of Health,1240.42,2009-09-24
Office of the State Superintendent of Education,2932.77,2009-01-13
Department of Parks & Recreation,2583.98,2009-09-27
Department of Public Works,264.38,2009-06-27
DC Public Library,1811.67,2009-11-30
Office of the State Superintendent of Education,2131.99,2009-04-14
Department of Public Works,969.19,2009-10-11
DC Public Library,835.84,2009-10-22
Department of  Youth Rehabilitation Services,1795.86,2009-01-06
Department on Disability Services,1197.24,2009-03-23
DC Public Library,2062.03,2009-12-06
Office of the State Superintendent of Education,487.17,2009-10-18
Department of Property Management,-108.24,2009-10-24
Department of  Youth Rehabilitation Services,200.27,2009-01-07
Office of the Chief Financial Officer,329.45,2009-10-18
Department of  Youth Rehabilitation Services,1511.5,2009-03-19
DC Department of Human Resources,1856.68,2009-11-06
Office of Administrative Hearings,880.88,2009-04-03
Department of  Youth Rehabilitation Services,221.08,2009-07-28
DC National Guard,1436.41,2009-07-29
Office of the State Superintendent of Education,1699.12,2009-11-11
Department of Consumer & Regulatory Affairs,720.95,2009-10-25
Department on Disability Services,586.12,2009-10-20
Office of the State Superintendent of Education,1326.31,2009-09-28
DC Department of Human Resources,1163.21,2009-09-07
District Department of the Environment,1961.43,2009-08-26
Department of Public Works,778.0,2009-01-08
Department of  Youth Rehabilitation Services,86.43,2009-06-25
Office of the State Superintendent of Education,561.7,2009-11-10
DC Taxicab Commission,549.88,2009-09-24
Department of Corrections,443.93,2009-11-05
Serve DC,2057.44,2009-10-12
Department of Consumer & Regulatory Affairs,418.1,2009-07-17
Department of  Youth Rehabilitation Services,145.87,2009-02-21
Department of Public Works,479.65,2009-02-20
DC Public Library,1118.95,2009-04-12
Office of the State Superintendent of Education,405.85,2009-06-18
Office of the State Superintendent of Education,2350.48,2009-10-05
Office of the Inspector General,147.09,2009-03-30
Child & Family Services Administration,180.32,2009-10-22
Department of Health,395.42,2009-08-22
DC Public Library,2012.81,2009-12-05
Department of  Youth Rehabilitation Services,2276.03,2009-06-24
Office of the Secretary,2825.4,2009-10-07
Metropolitan Police Department,2061.65,2009-07-22
Department of  Youth Rehabilitation Services,1742.02,2009-01-11
Board of Elections & Ethics,1569.12,2009-11-07
Department of Human Services,-1701.97,2009-06-30
Department of  Youth Rehabilitation Services,271.35,2009-11-17
Department of Parks & Recreation,1457.56,2009-06-20
District Department of the Environment,1308.65,2009-08-11
Child & Family Services Administration,16.65,2009-10-29
Department of Consumer & Regulatory Affairs,216.82,2009-07-25
Office of Municipal Planning,660.09,2009-11-20
DC Public Library,233.74,2009-04-12
Department of Mental Health,1833.98,2009-07-15
Office of the Inspector General,271.91,2009-02-17
DC Public Library,1924.07,2009-01-06
Department of  Youth Rehabilitation Services,767.33,2009-10-19
District Department of Transportation,2355.31,2009-10-30
Department of  Youth Rehabilitation Services,1646.58,2009-07-28
Office of the Attorney General,2433.82,2009-03-03
Department of  Youth Rehabilitation Services,2154.68,2009-07-19
DC Public Library,1450.55,2009-04-02
Department of Employment Services,182.64,2009-01-09
Department of  Youth Rehabilitation Services,2110.85,2009-09-22
Office of Administrative Hearings,1540.22,2009-07-21
DC Public Library,195.81,2009-03-22
District Department of the Environment,2220.84,2009-08-12
Office of the State Superintendent of Education,276.15,2009-07-29
Department of Health,153.72,2009-01-06
Department of  Youth Rehabilitation Services,66.51,2009-11-14
Office of the Attorney General,1050.01,2009-09-13
Department of Employment Services,1413.93,2009-09-19
Office of the State Superintendent of Education,1770.05,2009-08-26
Department of  Youth Rehabilitation Services,-345.61,2009-08-17
Department of  Youth Rehabilitation Services,2045.55,2009-08-23
DC Department of Human Resources,1934.48,2009-10-07
DC Department of Human Resources,261.43,2009-09-18
Department of Health,2420.94,2009-12-13
District Department of the Environment,659.78,2009-11-19
Office of the State Superintendent of Education,490.97,2009-07-07
Office of the State Superintendent of Education,2259.91,2009-01-09
Fire & Emergency Medical Services,1964.48,2009-02-11
Department of Health,-18.8,2009-02-06
Department of Public Works,401.32,2009-07-20
Department of  Youth Rehabilitation Services,2243.92,2009-08-15
Department of Health,2269.96,2009-11-05
Office of the State Superintendent of Education,2243.61,2009-03-19
Department of Public Works,1035.33,2009-07-22
Office of the Chief Financial Officer,174.9,2009-06-20
Department of Corrections,189.15,2009-04-08
Department of  Youth Rehabilitation Services,565.28,2009-02-23
Department on Disability Services,1052.02,2009-01-07
Office of the State Superintendent of Education,310.45,2009-11-06
Department of  Youth Rehabilitation Services,493.53,2009-08-22
Department of Consumer & Regulatory Affairs,326.29,2009-10-20
Department on Disability Services,205.78,2009-10-04
Office of the Secretary,2817.71,2009-10-11
DC Department of Human Resources,1218.32,2009-02-10
Serve DC,663.31,2009-09-25
Office of the State Superintendent of Education,228.09,2009-07-21
Department of  Youth Rehabilitation Services,2283.43,2009-03-23
Contract Appeals Board,2173.31,2009-10-21
Office of the State Superintendent of Education,1059.81,2009-01-10
Department of Health,312.86,2009-07-28
Department of  Youth Rehabilitation Services,2000.51,2009-09-03
Office of the State Superintendent of Education,796.24,2009-02-09
Department on Disability Services,408.0,2009-06-12
Office of the Chief Financial Officer,276.61,2009-07-18
Department of Mental Health,981.13,2009-03-28
Department of Human Services,442.27,2009-12-01
DC Department of Human Resources,1144.57,2009-04-07
Department of  Youth Rehabilitation Services,1913.65,2009-09-04
Office of the State Superintendent of Education,170.64,2009-11-11
DC Department of Human Resources,1879.93,2009-09-25
Office of the State Superintendent of Education,326.97,2009-07-17
Department on Disability Services,1966.61,2009-01-06
Department of Public Works,753.26,2009-08-17
Office of Municipal Planning,2300.12,2009-07-15
Office of the State Superintendent of Education,2145.06,2009-03-18
Board of Elections & Ethics,2522.45,2009-09-20
Department of  Youth Rehabilitation Services,509.57,2009-10-31
Board of Elections & Ethics,2738.18,2009-09-16
Department of  Youth Rehabilitation Services,745.45,2009-05-02
Department of Motor Vehicles,1891.66,2009-08-28
Department of Health,1615.45,2009-07-04
Department of Corrections,157.69,2009-03-22
University of the District of Columbia,275.32,2009-09-21
Department of  Youth Rehabilitation Services,2662.66,2009-07-20
DC Public Library,434.38,2009-07-06
Department of  Youth Rehabilitation Services,165.62,2009-08-09
Department of Consumer & Regulatory Affairs,224.98,2009-08-29
Office of the Chief Medical Examiner,311.69,2009-09-21
Department of  Youth Rehabilitation Services,1504.74,2009-04-01
Department of Employment Services,1449.01,2009-09-24
Serve DC,377.26,2009-07-06
Office of the State Superintendent of Education,2606.78,2009-10-20
Department of Health,1753.9,2009-08-22
Office of the State Superintendent of Education,541.46,2009-11-22
Office of the State Superintendent of Education,1766.99,2009-01-12
Office of the State Superintendent of Education,2081.27,2009-08-27
Office of the State Superintendent of Education,2195.1,2009-10-25
Department on Disability Services,711.58,2009-10-03
Department of Employment Services,1153.75,2009-09-07
Department of Motor Vehicles,1638.91,2009-04-07
Department of Employment Services,2170.35,2009-08-17
Office of the State Superintendent of Education,233.41,2009-07-01
Department of Employment Services,2425.76,2009-09-01
Office of Municipal Planning,2678.65,2009-11-12
Department of Health,733.33,2009-07-24
Department of Employment Services,1807.85,2009-03-21
Department of  Youth Rehabilitation Services,349.62,2009-06-15
Department of Health,1522.8,2009-07-07
Department of Public Works,1682.03,2009-09-27
