AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Fire & Emergency Medical Services,2250.0,2009-09-25
Fire & Emergency Medical Services,31.73,2009-09-25
District Department of Transportation,98.88,2009-09-25
Department of Consumer & Regulatory Affairs,600.0,2009-09-25
Department of Consumer & Regulatory Affairs,358.41,2009-09-25
Office of the Secretary,-958.5,2009-09-24
Office of the Secretary,-143.78,2009-09-24
Office of the Secretary,128.7,2009-09-24
Fire & Emergency Medical Services,515.31,2009-09-25
Department on Disability Services,200.06,2009-09-25
Department of Parks & Recreation,897.13,2009-09-25
District Department of Transportation,390.6,2009-09-25
Office of Police Complaints,701.12,2009-09-25
Office of the State Superintendent of Education,326.97,2009-09-24
District Department of Transportation,1075.0,2009-09-24
City Administrator/Deputy Mayor,829.0,2009-09-24
City Administrator/Deputy Mayor,340.0,2009-09-24
DC Public Library,198.58,2009-09-24
University of the District of Columbia,225.0,2009-09-24
Department of Health,1086.11,2009-09-24
Metropolitan Police Department,4482.5,2009-09-24
DC National Guard,122.34,2009-09-23
DC National Guard,454.92,2009-09-23
Fire & Emergency Medical Services,2040.0,2009-09-23
Fire & Emergency Medical Services,2463.94,2009-09-24
Homeland Security/Emergency Management,1108.01,2009-09-24
Office of Municipal Planning,254.7,2009-09-24
Office of Municipal Planning,269.63,2009-09-25
Department of Housing & Community Development,846.0,2009-09-24
Department of Motor Vehicles,5000.0,2009-09-24
Board of Elections & Ethics,375.0,2009-09-25
Department on Disability Services,45.54,2009-09-25
Department of Mental Health,650.5,2009-09-24
Office of Disability Rights,937.0,2009-09-24
Office of Disability Rights,200.71,2009-09-24
Department of Health,200.0,2009-09-23
Department of Health,2466.7,2009-09-24
Office of Police Complaints,2323.22,2009-09-24
Fire & Emergency Medical Services,2449.44,2009-09-24
Fire & Emergency Medical Services,1500.0,2009-09-23
Fire & Emergency Medical Services,1500.0,2009-09-24
Office of the Chief Medical Examiner,4995.05,2009-09-24
Department of Consumer & Regulatory Affairs,616.08,2009-09-23
Department of Consumer & Regulatory Affairs,148.7,2009-09-24
Department on Disability Services,1068.5,2009-09-24
Department on Disability Services,1025.0,2009-09-24
Department on Disability Services,329.95,2009-09-24
Department on Disability Services,870.0,2009-09-24
Department of Human Services,55.76,2009-09-23
Department of Education,1644.0,2009-09-24
DC Public Library,276.85,2009-09-23
Office of Community Affairs,4386.93,2009-09-23
Department of Human Services,234.0,2009-09-24
Department of Health,115.68,2009-09-24
Department of Health,730.0,2009-09-24
Department of Health,1973.55,2009-09-25
Department of Health,730.2,2009-09-23
Department of Health,902.96,2009-09-23
Office of the Chief Financial Officer,42.01,2009-09-23
Department of Health Care Finance,25.0,2009-09-24
Department of Health Care Finance,25.0,2009-09-24
DC Public Library,1096.15,2009-09-23
DC Public Library,2998.1,2009-09-24
DC Public Library,680.0,2009-09-23
Department of Corrections,987.5,2009-09-24
Office of the Chief Medical Examiner,95.0,2009-09-24
Office of the Chief Medical Examiner,95.0,2009-09-24
Fire & Emergency Medical Services,1500.0,2009-09-23
Fire & Emergency Medical Services,330.0,2009-09-24
Office of Administrative Hearings,619.7,2009-09-23
Office of Administrative Hearings,1829.6,2009-09-24
Department of Consumer & Regulatory Affairs,784.56,2009-09-24
Department of Employment Services,455.0,2009-09-24
Office of Latino Affairs,100.0,2009-09-24
Office of Latino Affairs,100.0,2009-09-24
Office of Latino Affairs,35.44,2009-09-24
Office of Latino Affairs,100.0,2009-09-24
Office of Latino Affairs,100.0,2009-09-24
"Department of Insurance, Securities & Banking",108.5,2009-09-24
Office of the Mayor,1441.68,2009-09-23
Office of the Mayor,89.82,2009-09-23
Office of the Mayor,98.04,2009-09-23
Office of the Mayor,34.49,2009-09-23
Office of the Mayor,78.96,2009-09-23
Office of the Mayor,270.32,2009-09-23
Office of the Mayor,34.49,2009-09-23
Office of the Mayor,95.94,2009-09-23
Office of the Mayor,178.0,2009-09-24
Fire & Emergency Medical Services,2976.0,2009-09-24
District Department of the Environment,30.0,2009-09-23
District Department of the Environment,691.59,2009-09-24
Contract Appeals Board,99.0,2009-09-24
Department of Parks & Recreation,2500.0,2009-09-16
Office of the Chief Financial Officer,-54.0,2009-09-25
Department of Health,10.62,2009-09-24
Department on Disability Services,1494.2,2009-09-23
Department of Employment Services,601.6,2009-09-23
Department of Employment Services,229.77,2009-09-23
Department of Employment Services,189.98,2009-09-23
Department of Employment Services,2074.0,2009-09-24
Department of Employment Services,759.8,2009-09-23
Department of Property Management,4889.0,2009-09-24
Department of Property Management,1063.91,2009-09-24
Department of Property Management,4500.0,2009-09-25
Department of Property Management,3500.0,2009-09-25
Department of Mental Health,12.31,2009-09-25
Department of Mental Health,284.79,2009-09-25
Department of Mental Health,213.94,2009-09-25
Department of Mental Health,27.38,2009-09-25
Department of Mental Health,668.27,2009-09-24
Department of Consumer & Regulatory Affairs,811.4,2009-09-25
Department of Consumer & Regulatory Affairs,53.46,2009-09-25
"Department of Insurance, Securities & Banking",1000.0,2009-09-25
"Department of Insurance, Securities & Banking",155.99,2009-09-25
"Department of Insurance, Securities & Banking",759.8,2009-09-25
Fire & Emergency Medical Services,64.5,2009-09-24
Fire & Emergency Medical Services,200.0,2009-09-24
Fire & Emergency Medical Services,427.6,2009-09-24
Fire & Emergency Medical Services,240.0,2009-09-24
Fire & Emergency Medical Services,2744.04,2009-09-26
Department of Property Management,268.79,2009-09-25
Department of Property Management,224.64,2009-09-25
University of the District of Columbia,800.0,2009-09-25
Office of the State Superintendent of Education,514.2,2009-09-25
Office of the State Superintendent of Education,18.0,2009-09-26
Department of Property Management,14.72,2009-09-25
Department of Property Management,14.72,2009-09-25
Department of Property Management,995.0,2009-09-25
Department of Property Management,995.0,2009-09-25
Department of Property Management,14.72,2009-09-27
Department of Property Management,14.72,2009-09-27
Department of Property Management,14.72,2009-09-27
Department of Property Management,14.72,2009-09-27
Homeland Security/Emergency Management,115.92,2009-09-25
Homeland Security/Emergency Management,1095.0,2009-09-25
Department of Public Works,2376.3,2009-09-25
Office of the Chief Medical Examiner,265.2,2009-09-25
Office of the Chief Medical Examiner,119.23,2009-09-26
Office of the Chief Medical Examiner,116.95,2009-09-26
Office of the Tenant Advocate,157.46,2009-09-25
Fire & Emergency Medical Services,2268.4,2009-09-25
Board of Elections & Ethics,52.99,2009-09-24
Board of Elections & Ethics,599.99,2009-09-25
Board of Elections & Ethics,9.52,2009-09-26
Board of Elections & Ethics,570.98,2009-09-26
Board of Elections & Ethics,942.81,2009-09-25
Board of Elections & Ethics,199.96,2009-09-25
DC Taxicab Commission,299.95,2009-09-24
Department of Public Works,1626.43,2009-09-25
Department of Public Works,102.19,2009-09-25
Department of Consumer & Regulatory Affairs,266.63,2009-09-25
Office of the Chief Technology Officer,697.0,2009-09-25
Office of the Chief Technology Officer,990.05,2009-09-25
Department of Property Management,1229.8,2009-09-25
District Department of the Environment,18.46,2009-09-25
Office of the Chief Medical Examiner,4998.95,2009-09-23
Fire & Emergency Medical Services,937.5,2009-09-23
District Department of Transportation,33.0,2009-09-23
Office of Latino Affairs,100.0,2009-09-23
Department of Property Management,945.0,2009-09-23
Department of Property Management,210.04,2009-09-23
DC Public Library,3000.0,2009-09-23
Department of Health Care Finance,25.0,2009-09-23
Department of Health Care Finance,25.0,2009-09-23
City Administrator/Deputy Mayor,1895.0,2009-09-23
Office of the Chief Financial Officer,90.0,2009-09-23
Office of the Mayor,38.75,2009-09-22
Office of the Mayor,396.0,2009-09-23
Metropolitan Police Department,472.2,2009-09-22
Metropolitan Police Department,374.4,2009-09-22
Fire & Emergency Medical Services,260.16,2009-09-22
Fire & Emergency Medical Services,186.73,2009-09-23
Fire & Emergency Medical Services,2024.94,2009-09-23
Metropolitan Police Department,339.2,2009-09-23
District Department of Transportation,1987.06,2009-09-22
District Department of Transportation,1093.5,2009-09-21
Contract Appeals Board,1239.2,2009-09-23
District Department of the Environment,1038.96,2009-09-23
Department of Parks & Recreation,699.0,2009-09-23
Department of Human Services,556.67,2009-09-23
Department of  Youth Rehabilitation Services,290.74,2009-09-22
Department of Mental Health,1612.0,2009-09-23
Department of Health,1817.84,2009-09-24
Department of Property Management,2395.0,2009-09-24
Department of Property Management,131.45,2009-09-24
Department of Property Management,1072.0,2009-09-23
Department of Property Management,-189.88,2009-09-24
Department of Property Management,-446.41,2009-09-24
Department of Property Management,-85.68,2009-09-24
Department of Property Management,-319.21,2009-09-24
Department of Property Management,-342.0,2009-09-24
Department of Property Management,1383.18,2009-09-24
Department of Mental Health,234.0,2009-09-24
Department of Mental Health,58.49,2009-09-24
Department of Mental Health,196.41,2009-09-24
Department of Mental Health,9.74,2009-09-24
Department of Consumer & Regulatory Affairs,209.0,2009-09-24
Fire & Emergency Medical Services,50.0,2009-09-24
Fire & Emergency Medical Services,100.0,2009-09-24
Fire & Emergency Medical Services,50.0,2009-09-24
Fire & Emergency Medical Services,50.0,2009-09-24
Fire & Emergency Medical Services,100.0,2009-09-24
Fire & Emergency Medical Services,185.58,2009-09-23
Fire & Emergency Medical Services,734.0,2009-09-23
Fire & Emergency Medical Services,452.0,2009-09-23
Fire & Emergency Medical Services,383.52,2009-09-24
Fire & Emergency Medical Services,50.0,2009-09-24
Fire & Emergency Medical Services,50.0,2009-09-24
Department of Property Management,1068.6,2009-09-24
Department of Property Management,707.77,2009-09-24
Office of Cable TV,386.5,2009-09-22
University of the District of Columbia,349.03,2009-09-24
Office of the Chief Medical Examiner,27.5,2009-09-24
Office of the Chief Medical Examiner,233.9,2009-09-24
Office of the Chief Medical Examiner,233.9,2009-09-24
Office of the Chief Medical Examiner,176.42,2009-09-25
Office of the Tenant Advocate,196.25,2009-09-24
Department of Consumer & Regulatory Affairs,1574.4,2009-09-24
Department of Public Works,1001.32,2009-09-23
Department of Public Works,178.05,2009-09-24
Department of Public Works,205.0,2009-09-24
District Department of the Environment,0.01,2009-09-23
Judicial Nomination Commission,927.98,2009-09-23
Department of Human Services,297.68,2009-09-23
District Department of Transportation,802.6,2009-09-23
District Department of Transportation,55.8,2009-09-24
Department of Human Services,111.89,2009-09-23
Department of Motor Vehicles,154.45,2009-09-24
Department of Motor Vehicles,158.4,2009-09-24
Department of Motor Vehicles,1760.0,2009-09-24
Child & Family Services Administration,1353.65,2009-09-24
Department of  Youth Rehabilitation Services,183.75,2009-09-24
DC Public Library,759.9,2009-09-24
DC Public Library,700.25,2009-09-23
Office of the Chief Medical Examiner,95.0,2009-09-24
Office of the Chief Medical Examiner,95.0,2009-09-24
District Department of Transportation,50.0,2009-09-24
District Department of Transportation,50.0,2009-09-24
Office of the Secretary,1619.03,2009-09-23
Office of the Secretary,171.0,2009-09-23
Department on Disability Services,2572.37,2009-09-24
Department on Disability Services,104.4,2009-09-24
Department on Disability Services,1416.57,2009-09-24
Department of Parks & Recreation,148.67,2009-09-23
Department of Parks & Recreation,184.44,2009-09-24
Department of Parks & Recreation,1843.33,2009-09-24
Department of Consumer & Regulatory Affairs,50.0,2009-09-23
District Department of Transportation,295.0,2009-09-24
Office of the Chief Technology Officer,1475.0,2009-09-23
Office of the Chief Technology Officer,1192.8,2009-09-24
Office of the Chief Technology Officer,2581.74,2009-09-24
Office of the Chief Technology Officer,1603.51,2009-09-24
Department on Disability Services,2879.0,2009-09-24
DC Public Library,615.0,2009-09-24
Fire & Emergency Medical Services,686.2,2009-09-23
Fire & Emergency Medical Services,189.65,2009-09-24
Fire & Emergency Medical Services,2108.64,2009-09-24
Office of the State Superintendent of Education,271.54,2009-09-24
Office of the State Superintendent of Education,999.0,2009-09-23
Office of the State Superintendent of Education,-23.81,2009-09-24
Office of the State Superintendent of Education,710.0,2009-09-25
University of the District of Columbia,495.0,2009-09-24
Department of  Youth Rehabilitation Services,467.3,2009-09-23
Department of Health,500.0,2009-09-23
Department of Health,584.66,2009-09-24
Department of Health,200.0,2009-09-24
Department on Disability Services,1800.67,2009-09-23
Department of Mental Health,-276.34,2009-09-25
Department of Mental Health,-103.62,2009-09-25
Department of Mental Health,437.95,2009-09-24
Office of Human Rights,15.33,2009-09-24
Office of Human Rights,226.0,2009-09-23
Office of Human Rights,73.08,2009-09-25
Fire & Emergency Medical Services,1315.91,2009-09-23
Child & Family Services Administration,1000.0,2009-09-25
Fire & Emergency Medical Services,1649.56,2009-09-25
Serve DC,6.5,2009-09-24
Serve DC,-21.12,2009-09-24
