AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department of Public Works,2802.67,2009-08-15
Department of Health,1693.63,2009-03-28
Department of Health,209.79,2009-01-14
Department of Consumer & Regulatory Affairs,151.37,2009-02-25
Office of Human Rights,8.51,2009-05-24
Department on Disability Services,1896.83,2009-09-08
Fire & Emergency Medical Services,124.16,2009-11-05
Department of Motor Vehicles,46.72,2009-03-27
Department of Public Works,118.23,2009-08-30
District Department of Transportation,-6.7,2009-09-11
Contract Appeals Board,795.35,2009-03-13
Department of Mental Health,313.04,2009-08-21
Fire & Emergency Medical Services,17.08,2009-07-16
City Administrator/Deputy Mayor,3.13,2009-08-18
Department of Employment Services,111.04,2009-06-06
Fire & Emergency Medical Services,2534.68,2009-01-19
Department of Property Management,214.65,2009-03-05
Department of Parks & Recreation,277.91,2009-01-12
Fire & Emergency Medical Services,320.8,2009-08-25
Serve DC,844.74,2009-05-10
Department of Property Management,15.6,2009-04-09
Fire & Emergency Medical Services,52.21,2009-01-13
Office of the Chief Financial Officer,2071.25,2009-01-18
Department of Health Care Finance,9.55,2009-04-11
Department of Health,47.43,2009-02-22
Office of the State Superintendent of Education,118.47,2009-06-04
Department of Employment Services,42.42,2009-09-19
Department on Disability Services,59.74,2009-01-20
Fire & Emergency Medical Services,61.54,2009-08-03
Fire & Emergency Medical Services,1968.59,2009-09-09
Fire & Emergency Medical Services,351.82,2009-04-03
Department of Public Works,94.83,2009-08-28
Child & Family Services Administration,32.19,2009-08-17
Department of Health,-37.38,2009-02-21
Department of Property Management,1354.55,2009-03-03
Office of the State Superintendent of Education,-1819.74,2009-03-08
Fire & Emergency Medical Services,12.18,2009-08-26
Department on Disability Services,36.33,2009-09-21
Office of the Tenant Advocate,9.42,2009-05-02
Department of Employment Services,16.01,2009-08-15
District Department of the Environment,-1293.58,2009-02-16
Department of Health,1939.31,2009-04-14
Child & Family Services Administration,1784.14,2009-07-15
District Department of Transportation,242.12,2009-08-23
Department of Human Services,163.17,2009-04-01
Department of Public Works,1902.47,2009-08-08
Department of Health,-18.37,2009-06-25
Fire & Emergency Medical Services,2505.32,2009-09-10
District Department of the Environment,43.51,2009-05-09
Metropolitan Police Department,-42.84,2009-05-08
Department of  Youth Rehabilitation Services,432.01,2009-02-28
Department of Public Works,28.17,2009-08-29
Office of Contracting & Procurement,62.5,2009-09-23
University of the District of Columbia,344.19,2009-09-02
Department of  Youth Rehabilitation Services,53.45,2009-11-30
Department of Health,-25.75,2009-01-02
Office of the Mayor,175.09,2009-03-13
Department of Corrections,-520.95,2009-07-08
Department of Public Works,41.34,2009-12-02
District Department of the Environment,58.44,2009-05-11
Office of the Attorney General,1626.15,2009-03-07
Office of Contracting & Procurement,346.57,2009-07-19
Office of the State Superintendent of Education,291.83,2009-08-14
Office of the State Superintendent of Education,107.75,2009-02-08
Department of Small & Local Business Development,355.43,2009-07-18
Department of Mental Health,393.09,2009-02-20
Department of Health,185.6,2009-08-04
Office of Cable TV,277.16,2009-05-12
Office of the Chief Financial Officer,-101.88,2009-03-03
Office of Municipal Planning,2141.85,2009-03-16
DC Public Library,2356.62,2009-04-06
Fire & Emergency Medical Services,-4.39,2009-08-27
Metropolitan Police Department,115.18,2009-02-19
District Department of the Environment,670.66,2009-05-21
Criminal Justice Coordinating Council,-730.5,2009-08-09
Department of Consumer & Regulatory Affairs,70.35,2009-03-15
Office of the Chief Financial Officer,-590.94,2009-04-13
Office of the State Superintendent of Education,25.95,2009-01-29
Department on Disability Services,53.13,2009-05-20
"Department of Insurance, Securities & Banking",-401.82,2009-12-07
Metropolitan Police Department,2101.14,2009-09-11
Department of Health,383.2,2009-08-02
Office of the Chief Technology Officer,227.7,2009-05-19
Department of Parks & Recreation,514.08,2009-09-04
Department of Mental Health,22.22,2009-09-04
Department of Health,63.66,2009-08-08
Department of Education,71.02,2009-12-10
DC Department of Human Resources,55.25,2009-01-03
Office of the Chief Financial Officer,-9.14,2009-02-18
Office of the Chief Technology Officer,2002.49,2009-06-12
Department of Corrections,34.57,2008-12-31
Department of Parks & Recreation,5.55,2009-03-05
Department of Public Works,2281.01,2009-08-04
Fire & Emergency Medical Services,-1314.99,2009-10-21
Fire & Emergency Medical Services,44.99,2009-11-27
Department of Consumer & Regulatory Affairs,-5.46,2009-07-15
Office of the Mayor,-108.64,2009-04-25
District Department of Transportation,64.43,2009-10-06
Department of Property Management,157.92,2009-08-14
Department of Property Management,1672.22,2009-07-11
Department of  Youth Rehabilitation Services,283.51,2009-09-13
Department of Motor Vehicles,1862.4,2009-09-05
Department of Motor Vehicles,-3.41,2009-05-11
District Department of Transportation,74.51,2009-04-17
Office of the Chief Financial Officer,-1741.73,2009-02-04
Office of Unified Communications,185.41,2009-06-07
Office of the Inspector General,24.5,2009-09-15
Deputy Mayor for Economic Development,48.66,2009-02-28
Department of Health,-27.7,2009-08-15
Criminal Justice Coordinating Council,1149.16,2009-04-29
District Department of Transportation,55.31,2009-09-18
Department of Health,2052.01,2009-02-10
Department of Human Services,168.86,2009-03-01
Office of Partnership & Grant Services,48.21,2009-09-21
Fire & Emergency Medical Services,135.64,2009-08-05
Department of Corrections,348.59,2009-07-12
District Department of Transportation,2291.43,2009-09-11
Fire & Emergency Medical Services,1426.01,2009-08-19
Fire & Emergency Medical Services,-985.96,2009-02-23
Department of Employment Services,-1559.79,2009-01-17
Department of  Youth Rehabilitation Services,-6.41,2009-11-23
District Department of Transportation,1957.1,2009-04-09
Department of Corrections,87.61,2009-08-02
Fire & Emergency Medical Services,5.4,2009-11-20
Department on Disability Services,56.87,2009-02-10
District Department of Transportation,514.87,2009-03-12
Office of the State Superintendent of Education,90.25,2009-04-01
Department on Disability Services,-5.64,2009-08-30
Office of the Attorney General,267.32,2009-02-24
Department of Corrections,507.25,2009-09-08
Office of the Chief Technology Officer,1608.3,2009-02-19
Office of the Tenant Advocate,98.42,2009-08-25
Department of Health,1835.1,2009-10-05
Commission of Judicial Disabilities & Tenure,485.23,2009-05-05
Office of the Tenant Advocate,1652.26,2009-04-10
Office of the Tenant Advocate,1009.45,2009-12-12
Fire & Emergency Medical Services,31.31,2009-07-25
Department of Public Works,2221.13,2009-03-23
District Department of the Environment,711.21,2009-01-15
Fire & Emergency Medical Services,565.87,2009-08-08
District Department of the Environment,732.63,2009-08-17
Metropolitan Police Department,-244.74,2009-08-17
DC National Guard,159.68,2009-07-06
Department of Consumer & Regulatory Affairs,9.94,2009-10-26
Metropolitan Police Department,876.68,2009-07-03
Department on Disability Services,219.09,2009-08-03
Department of Property Management,557.32,2009-08-27
DC Public Library,232.48,2009-09-21
Fire & Emergency Medical Services,46.24,2009-12-01
Department of Property Management,175.38,2009-02-02
Department of  Youth Rehabilitation Services,539.73,2009-03-30
Fire & Emergency Medical Services,12.53,2009-07-31
Department of Property Management,236.96,2009-06-22
Fire & Emergency Medical Services,229.0,2009-11-21
Fire & Emergency Medical Services,2246.43,2009-08-10
Office of Partnership & Grant Services,681.6,2009-06-03
Department of  Youth Rehabilitation Services,64.37,2009-02-11
Board of Elections & Ethics,10.49,2009-02-14
Metropolitan Police Department,1120.55,2009-08-31
Office of the Mayor,84.02,2009-08-24
Serve DC,15.4,2009-02-28
Department of Parks & Recreation,197.21,2009-11-06
Office of the State Superintendent of Education,1156.17,2009-04-02
Fire & Emergency Medical Services,58.76,2008-12-25
Fire & Emergency Medical Services,200.28,2009-01-22
Fire & Emergency Medical Services,32.77,2009-02-02
Department of Corrections,-679.87,2009-09-24
Department of  Youth Rehabilitation Services,2104.46,2009-05-26
Office of the State Superintendent of Education,1999.81,2009-11-25
Department of Property Management,2129.16,2009-03-09
District Department of Transportation,219.66,2009-02-27
Department of Human Services,42.8,2009-02-13
Department of Public Works,41.77,2009-05-04
Department of Mental Health,2119.64,2009-07-30
Department on Disability Services,1194.4,2009-01-18
District Department of the Environment,1.94,2009-04-27
District Department of the Environment,1638.07,2009-08-22
District Department of Transportation,248.04,2009-12-07
Department on Disability Services,1092.93,2009-01-28
Department of Public Works,62.63,2009-01-27
Department of Property Management,53.64,2009-06-20
Department of  Youth Rehabilitation Services,283.68,2009-07-28
Department of  Youth Rehabilitation Services,14.91,2009-02-13
District Department of the Environment,1766.66,2009-08-18
Office of Police Complaints,415.06,2009-09-28
Department of Health,-2.27,2009-08-05
Office of the Inspector General,74.59,2009-04-22
Department on Disability Services,1673.69,2009-12-14
Department of Consumer & Regulatory Affairs,-342.13,2009-03-04
District Department of Transportation,42.44,2009-06-04
Office of the State Superintendent of Education,4.23,2009-08-25
Department of Health,2379.42,2009-06-23
Office of Community Affairs,2218.57,2009-09-19
Department of  Youth Rehabilitation Services,3.49,2009-01-15
Department of Public Works,1475.43,2009-11-29
Department of  Youth Rehabilitation Services,116.94,2009-10-02
Office of the State Superintendent of Education,178.57,2009-08-07
Department of Public Works,288.41,2009-02-16
Department of Property Management,52.56,2009-08-18
Department of Health Care Finance,1855.96,2009-08-27
Fire & Emergency Medical Services,49.16,2009-11-27
Metropolitan Police Department,-27.38,2009-12-25
Deputy Mayor for Economic Development,781.19,2009-05-15
Office of the Chief Technology Officer,263.55,2009-05-05
District Department of Transportation,267.0,2009-04-24
Department of Employment Services,173.22,2009-01-11
DC Public Library,-220.8,2009-02-28
District Department of the Environment,81.62,2009-08-20
Department of Public Works,28.51,2009-07-16
Department of Property Management,308.55,2009-05-18
Department on Disability Services,758.53,2009-11-19
Department of  Youth Rehabilitation Services,29.28,2009-05-15
Office of Public Educational Facilities Modernization,12.31,2009-10-11
Criminal Justice Coordinating Council,-1950.82,2009-01-13
Fire & Emergency Medical Services,65.63,2009-08-02
Office of the State Superintendent of Education,139.3,2009-04-16
Office of the Tenant Advocate,1922.08,2009-06-14
Department of Mental Health,207.94,2009-04-14
Fire & Emergency Medical Services,9.69,2009-08-12
Commission on Arts & Humanities,-36.55,2009-07-18
Metropolitan Police Department,-417.9,2009-04-25
Metropolitan Police Department,75.32,2009-06-25
Serve DC,55.41,2009-10-10
Department of  Youth Rehabilitation Services,1746.86,2009-02-05
Office of the Chief Financial Officer,24.08,2009-03-24
Office of Community Affairs,166.0,2009-04-03
Office of the State Superintendent of Education,83.62,2009-03-31
Office of the State Superintendent of Education,219.44,2009-10-23
Department of Parks & Recreation,2043.62,2009-08-07
District Department of the Environment,47.97,2009-08-16
Office of Police Complaints,303.23,2009-08-18
Deputy Mayor for Economic Development,28.53,2009-08-10
Metropolitan Police Department,739.07,2009-12-03
Office of Cable TV,31.84,2009-06-14
Deputy Mayor for Economic Development,367.14,2009-08-06
Department of Human Services,171.63,2009-05-25
Office of the Chief Technology Officer,22.89,2009-07-30
Office of the Attorney General,360.27,2009-01-15
District Department of the Environment,429.27,2009-05-03
Department of Public Works,223.27,2009-09-12
Homeland Security/Emergency Management,1790.46,2009-06-25
District Department of Transportation,518.92,2009-05-09
Department of Human Services,38.0,2009-02-05
Office of the Chief Financial Officer,444.95,2009-08-13
DC Public Library,1154.43,2009-09-20
Department of Health,119.32,2009-01-09
Department of Public Works,479.99,2009-02-06
Office of the Secretary,27.68,2009-08-11
Department of Health Care Finance,1824.21,2009-09-10
District Department of the Environment,142.29,2009-03-09
DC Public Library,9.86,2009-04-28
Department of  Youth Rehabilitation Services,1752.44,2009-12-11
Department of Human Services,1574.22,2009-07-29
Fire & Emergency Medical Services,558.55,2009-07-26
Commission on Arts & Humanities,6.11,2009-03-31
District Department of the Environment,-396.29,2009-09-10
Department of Health,-11.16,2009-01-20
Department of Health,19.23,2009-01-31
Department of Employment Services,2709.2,2009-02-08
Department of Health,1911.84,2009-02-07
Metropolitan Police Department,567.68,2009-09-16
